Contributor	X	Y	Z	n	s	sl
Cubes71	26	-25	-11	620	15	15
Cubes71	27	-26	-12	379	15	15
Cubes71	28	-27	-13	72	15	15
Cubes71	-29	28	14	307	15	15
Cubes71	-30	29	15	764	15	15
Cubes71	75	-60	-59	496	16	2
Cubes71	70	-57	-54	343	16	4
Cubes71	-65	54	49	488	16	6
Cubes71	62	-52	-46	384	16	7
Cubes71	59	-50	-43	872	16	8
Cubes71	53	-46	-37	888	16	10
Cubes71	50	-44	-34	512	16	11
Cubes71	-47	42	31	56	16	12
Cubes71	43	-39	-27	505	16	13
Cubes71	-44	40	28	768	16	13
Cubes71	39	-36	-23	496	16	14
Cubes71	-40	37	24	477	16	14
Cubes71	34	-32	-18	704	16	15
Cubes71	35	-33	-19	79	16	15
Cubes71	-36	34	20	648	16	15
Cubes71	16	-15	0	721	16	16
Cubes71	17	-16	-1	816	16	16
Cubes71	18	-17	-2	911	16	16
Cubes71	26	-25	-10	951	16	16
Cubes71	27	-26	-11	776	16	16
Cubes71	28	-27	-12	541	16	16
Cubes71	29	-28	-13	240	16	16
Cubes71	-30	29	14	133	16	16
Cubes71	-31	30	15	584	16	16
Cubes71	-80	64	63	191	17	2
Cubes71	-75	61	58	218	17	4
Cubes71	-70	58	53	989	17	6
Cubes71	67	-56	-50	147	17	7
Cubes71	64	-54	-47	857	17	8
Cubes71	55	-48	-38	911	17	11
Cubes71	52	-46	-35	397	17	12
Cubes71	-49	44	32	303	17	13
Cubes71	45	-41	-28	252	17	14
Cubes71	41	-38	-24	225	17	15
Cubes71	-42	39	25	856	17	15
Cubes71	36	-34	-19	493	17	16
Cubes71	-37	35	20	222	17	16
Cubes71	17	-16	0	817	17	17
Cubes71	18	-17	-1	918	17	17
Cubes71	28	-27	-11	938	17	17
Cubes71	29	-28	-12	709	17	17
Cubes71	30	-29	-13	414	17	17
Cubes71	31	-30	-14	47	17	17
Cubes71	-32	31	15	398	17	17
Cubes71	-33	32	16	927	17	17
Cubes71	-80	65	62	953	18	4
Cubes71	-72	60	54	216	18	7
Cubes71	69	-58	-51	746	18	8
Cubes71	57	-50	-39	874	18	12
Cubes71	54	-48	-36	216	18	13
Cubes71	-51	46	33	622	18	14
Cubes71	-47	43	29	73	18	15
Cubes71	42	-39	-24	945	18	16
Cubes71	-43	40	25	118	18	16
Cubes71	37	-35	-19	919	18	17
Cubes71	38	-36	-20	216	18	17
Cubes71	-39	37	21	595	18	17
Cubes71	18	-17	0	919	18	18
Cubes71	30	-29	-12	883	18	18
Cubes71	31	-30	-13	594	18	18
Cubes71	32	-31	-14	233	18	18
Cubes71	-33	32	15	206	18	18
Cubes71	-34	33	16	729	18	18
Cubes71	92	-73	-73	654	19	1
Cubes71	82	-67	-63	558	19	5
Cubes71	-77	64	58	723	19	7
Cubes71	74	-62	-55	521	19	8
Cubes71	59	-52	-40	771	19	13
Cubes71	-56	50	37	37	19	14
Cubes71	52	-47	-33	848	19	15
Cubes71	-49	45	30	476	19	16
Cubes71	44	-41	-25	638	19	17
Cubes71	-45	42	26	539	19	17
Cubes71	39	-37	-20	666	19	18
Cubes71	-40	38	21	133	19	18
Cubes71	32	-31	-13	780	19	19
Cubes71	33	-32	-14	425	19	19
Cubes71	-34	33	15	8	19	19
Cubes71	-35	34	16	525	19	19
Cubes71	-97	77	77	393	20	1
Cubes71	92	-74	-72	216	20	3
Cubes71	-87	71	67	171	20	5
Cubes71	79	-66	-59	164	20	8
Cubes71	61	-54	-41	596	20	14
Cubes71	-58	52	38	368	20	15
Cubes71	54	-49	-34	511	20	16
Cubes71	50	-46	-30	664	20	17
Cubes71	-51	47	31	963	20	17
Cubes71	46	-43	-26	253	20	18
Cubes71	41	-39	-21	341	20	19
Cubes71	-42	40	22	560	20	19
Cubes71	33	-32	-13	972	20	20
Cubes71	34	-33	-14	623	20	20
Cubes71	35	-34	-15	196	20	20
Cubes71	-36	35	16	315	20	20
Cubes71	-37	36	17	916	20	20
Cubes71	-97	78	76	855	21	3
Cubes71	-84	70	63	343	21	8
Cubes71	63	-56	-42	343	21	15
Cubes71	-60	54	39	783	21	16
Cubes71	56	-51	-35	90	21	17
Cubes71	52	-48	-31	225	21	18
Cubes71	-48	45	27	216	21	19
Cubes71	42	-40	-21	827	21	20
Cubes71	-43	41	22	62	21	20
Cubes71	35	-34	-14	827	21	21
Cubes71	36	-35	-15	406	21	21
Cubes71	-37	36	16	99	21	21
Cubes71	-38	37	17	694	21	21
Cubes71	94	-77	-72	803	22	6
Cubes71	86	-72	-64	664	22	9
Cubes71	65	-58	-43	6	22	16
Cubes71	-58	53	36	421	22	18
Cubes71	-54	50	32	304	22	19
Cubes71	49	-46	-27	630	22	20
Cubes71	-50	47	28	775	22	20
Cubes71	44	-42	-22	448	22	21
Cubes71	-45	43	23	549	22	21
Cubes71	37	-36	-15	622	22	22
Cubes71	38	-37	-16	123	22	22
Cubes71	-39	38	17	466	22	22
Cubes71	109	-87	-86	470	23	2
Cubes71	104	-84	-81	719	23	4
Cubes71	-99	81	76	118	23	6
Cubes71	91	-76	-68	163	23	9
Cubes71	70	-62	-47	849	23	16
Cubes71	-67	60	44	421	23	17
Cubes71	63	-57	-40	854	23	18
Cubes71	55	-51	-32	956	23	20
Cubes71	-56	52	33	929	23	20
Cubes71	51	-48	-28	107	23	21
Cubes71	45	-43	-22	970	23	22
Cubes71	-46	44	23	15	23	22
Cubes71	38	-37	-15	844	23	23
Cubes71	39	-38	-16	351	23	23
Cubes71	-40	39	17	232	23	23
Cubes71	-41	40	18	911	23	23
Cubes71	-109	88	85	568	24	4
Cubes71	-96	80	72	512	24	9
Cubes71	72	-64	-48	512	24	17
Cubes71	-69	62	45	944	24	18
Cubes71	65	-59	-41	325	24	19
Cubes71	61	-56	-37	712	24	20
Cubes71	57	-53	-33	379	24	21
Cubes71	-53	50	29	512	24	22
Cubes71	47	-45	-23	531	24	23
Cubes71	-48	46	24	568	24	23
Cubes71	40	-39	-16	585	24	24
Cubes71	41	-40	-17	8	24	24
Cubes71	-42	41	18	665	24	24
Cubes71	98	-82	-73	807	25	10
Cubes71	74	-66	-49	79	25	18
Cubes71	-67	61	42	306	25	20
Cubes71	63	-58	-38	63	25	21
Cubes71	-59	55	34	300	25	22
Cubes71	54	-51	-29	424	25	23
Cubes71	49	-47	-24	2	25	24
Cubes71	41	-40	-16	825	25	25
Cubes71	42	-41	-17	254	25	25
Cubes71	-43	42	18	413	25	25
Cubes71	126	-100	-100	376	26	1
Cubes71	-111	91	85	65	26	7
Cubes71	103	-86	-77	138	26	10
Cubes71	-76	68	50	456	26	19
Cubes71	-65	60	39	694	26	22
Cubes71	-56	53	30	261	26	24
Cubes71	50	-48	-24	584	26	25
Cubes71	-51	49	25	623	26	25
Cubes71	43	-42	-17	506	26	26
Cubes71	-44	43	18	155	26	26
Cubes71	-45	44	19	918	26	26
Cubes71	-126	101	99	224	27	3
Cubes71	-121	98	94	215	27	5
Cubes71	-108	90	81	729	27	10
Cubes71	81	-72	-54	729	27	19
Cubes71	74	-67	-47	638	27	21
Cubes71	62	-58	-35	341	27	24
Cubes71	57	-54	-30	729	27	25
Cubes71	-52	50	25	17	27	26
Cubes71	44	-43	-17	764	27	27
Cubes71	45	-44	-18	109	27	27
Cubes71	-46	45	19	648	27	27
Cubes71	110	-92	-82	944	28	11
Cubes71	83	-74	-55	188	28	20
Cubes71	-76	69	48	125	28	22
Cubes71	72	-66	-44	568	28	23
Cubes71	68	-63	-40	385	28	24
Cubes71	-64	60	36	512	28	25
Cubes71	-59	56	31	28	28	26
Cubes71	53	-51	-25	601	28	27
Cubes71	-54	52	26	720	28	27
Cubes71	46	-45	-18	379	28	28
Cubes71	-47	46	19	372	28	28
Cubes71	-123	101	94	18	29	8
Cubes71	115	-96	-86	83	29	11
Cubes71	-85	76	56	467	29	21
Cubes71	-74	68	45	333	29	24
Cubes71	-70	65	41	546	29	25
Cubes71	65	-61	-36	988	29	26
Cubes71	-61	58	32	899	29	27
Cubes71	-55	53	26	78	29	28
Cubes71	47	-46	-18	655	29	29
Cubes71	-48	47	19	90	29	29
Cubes71	-49	48	20	943	29	29
Cubes71	-143	114	113	234	30	2
Cubes71	138	-111	-108	729	30	4
Cubes71	133	-108	-103	198	30	6
Cubes71	67	-63	-37	63	30	27
Cubes71	62	-59	-32	181	30	28
Cubes71	56	-54	-26	576	30	29
Cubes71	-57	55	27	865	30	29
Cubes71	48	-47	-18	937	30	30
Cubes71	49	-48	-19	198	30	30
Cubes71	-50	49	20	649	30	30
Cubes71	92	-82	-61	339	31	22
Cubes71	85	-77	-54	128	31	24
Cubes71	73	-68	-42	497	31	27
Cubes71	-69	65	38	988	31	28
Cubes71	-64	61	33	774	31	29
Cubes71	-58	56	27	187	31	30
Cubes71	50	-49	-19	492	31	31
Cubes71	-51	50	20	349	31	31
Cubes71	135	-111	-103	17	32	9
Cubes71	-127	106	95	8	32	12
Cubes71	-110	95	78	927	32	18
Cubes71	-94	84	62	448	32	23
Cubes71	-87	79	55	911	32	25
Cubes71	83	-76	-51	160	32	26
Cubes71	79	-73	-47	199	32	27
Cubes71	-75	70	43	632	32	28
Cubes71	70	-66	-38	632	32	29
Cubes71	65	-62	-33	360	32	30
Cubes71	59	-57	-27	503	32	31
Cubes71	51	-50	-19	792	32	32
Cubes71	-52	51	20	43	32	32
Cubes71	-53	52	21	992	32	32
Cubes71	-160	127	127	766	33	1
Cubes71	145	-118	-112	665	33	7
Cubes71	-115	99	82	792	33	18
Cubes71	-112	97	79	784	33	19
Cubes71	-72	68	39	503	33	30
Cubes71	-67	64	34	685	33	31
Cubes71	-61	59	28	350	33	32
Cubes71	53	-52	-20	269	33	33
Cubes71	-54	53	21	674	33	33
Cubes71	-155	125	121	811	34	5
Cubes71	-120	103	86	783	34	18
Cubes71	-117	101	83	475	34	19
Cubes71	-114	99	80	755	34	20
Cubes71	101	-90	-67	538	34	24
Cubes71	94	-85	-60	459	34	26
Cubes71	78	-73	-44	351	34	30
Cubes71	68	-65	-34	503	34	32
Cubes71	62	-60	-28	376	34	33
Cubes71	54	-53	-20	587	34	34
Cubes71	-55	54	21	350	34	34
Cubes71	-139	116	104	141	35	13
Cubes71	-125	107	90	918	35	18
Cubes71	-122	105	87	280	35	19
Cubes71	-119	103	84	272	35	20
Cubes71	-116	101	81	846	35	21
Cubes71	-103	92	68	393	35	25
Cubes71	-96	87	61	748	35	27
Cubes71	-75	71	40	36	35	32
Cubes71	-70	67	35	638	35	33
Cubes71	-64	62	29	573	35	34
Cubes71	-56	55	21	20	35	35
Cubes71	55	-54	-20	911	35	35
Cubes71	84	-78	-49	503	35	30
Cubes71	92	-84	-57	791	35	28
Cubes71	147	-121	-112	34	35	10
Cubes71	-127	109	91	217	36	19
Cubes71	-121	105	85	189	36	21
Cubes71	-94	86	58	584	36	29
Cubes71	-90	83	54	251	36	30
Cubes71	-86	80	50	944	36	31
Cubes71	-58	57	22	729	36	36
Cubes71	57	-56	-21	316	36	36
Cubes71	65	-63	-29	189	36	35
Cubes71	71	-68	-35	604	36	34
Cubes71	124	-107	-88	109	36	20
Cubes71	-132	113	95	304	37	19
Cubes71	-123	107	86	232	37	22
Cubes71	-83	78	46	101	37	33
Cubes71	-73	70	36	639	37	35
Cubes71	-67	65	30	862	37	36
Cubes71	-59	58	22	381	37	37
Cubes71	58	-57	-21	658	37	37
Cubes71	66	-64	-29	963	37	36
Cubes71	78	-74	-41	407	37	34
Cubes71	103	-93	-66	874	37	28
Cubes71	110	-98	-73	791	37	26
Cubes71	126	-109	-89	378	37	21
Cubes71	129	-111	-92	370	37	20
Cubes71	167	-135	-130	88	37	6
Cubes71	172	-138	-135	1	37	4
Cubes71	-151	126	113	322	38	14
Cubes71	-137	117	99	559	38	19
Cubes71	-125	109	87	407	38	23
Cubes71	-112	100	74	296	38	27
Cubes71	-105	95	67	513	38	29
Cubes71	-68	66	30	64	38	37
Cubes71	-60	59	22	27	38	38
Cubes71	74	-71	-36	657	38	36
Cubes71	89	-83	-51	531	38	33
Cubes71	128	-111	-90	521	38	22
Cubes71	131	-113	-93	837	38	21
Cubes71	134	-115	-96	493	38	20
Cubes71	159	-131	-121	27	38	11
Cubes71	-127	111	88	720	39	24
Cubes71	-103	94	64	1	39	31
Cubes71	-76	73	37	694	39	37
Cubes71	-62	61	23	820	39	39
Cubes71	61	-60	-22	333	39	39
Cubes71	69	-67	-30	746	39	38
Cubes71	81	-77	-42	820	39	36
Cubes71	86	-81	-47	792	39	35
Cubes71	95	-88	-56	287	39	33
Cubes71	99	-91	-60	728	39	32
Cubes71	130	-113	-91	532	39	23
Cubes71	139	-119	-100	460	39	20
Cubes71	-88	83	48	907	40	36
Cubes71	-83	79	43	759	40	37
Cubes71	-71	69	31	389	40	39
Cubes71	-63	62	23	448	40	40
Cubes71	62	-61	-22	699	40	40
Cubes71	77	-74	-37	656	40	38
Cubes71	132	-115	-92	405	40	24
Cubes71	144	-123	-104	253	40	20
Cubes71	189	-151	-149	369	40	3
Cubes71	-171	141	130	10	41	12
Cubes71	-163	136	122	557	41	15
Cubes71	-149	127	108	146	41	20
Cubes71	-121	108	80	151	41	29
Cubes71	-114	103	73	200	41	31
Cubes71	-79	76	38	809	41	39
Cubes71	-64	63	23	70	41	41
Cubes71	72	-70	-31	457	41	40
Cubes71	94	-88	-53	235	41	36
Cubes71	134	-117	-93	134	41	25
Cubes71	-154	131	112	755	42	20
Cubes71	-136	119	94	287	42	26
Cubes71	-91	86	49	134	42	38
Cubes71	-86	82	44	496	42	39
Cubes71	-74	72	32	792	42	41
Cubes71	-66	65	24	953	42	42
Cubes71	65	-64	-23	314	42	42
Cubes71	80	-77	-38	595	42	40
Cubes71	100	-93	-58	531	42	36
Cubes71	112	-102	-70	720	42	33
Cubes71	-138	121	95	864	43	27
Cubes71	-110	101	67	64	43	35
Cubes71	-106	98	63	223	43	36
Cubes71	-82	79	39	990	43	41
Cubes71	-67	66	24	557	43	43
Cubes71	66	-65	-23	704	43	43
Cubes71	75	-73	-32	90	43	42
Cubes71	156	-133	-113	882	43	21
Cubes71	206	-164	-163	125	43	2
Cubes71	-201	162	157	820	44	6
Cubes71	-183	151	139	83	44	13
Cubes71	-175	146	131	852	44	16
Cubes71	-99	93	55	433	44	39
Cubes71	-89	85	45	281	44	41
Cubes71	-68	67	24	155	44	44
Cubes71	76	-74	-32	984	44	43
Cubes71	83	-80	-39	468	44	42
Cubes71	94	-89	-50	615	44	40
Cubes71	123	-111	-79	197	44	33
Cubes71	130	-116	-86	48	44	31
Cubes71	143	-125	-99	783	44	27
Cubes71	161	-137	-117	315	44	21
Cubes71	-166	141	121	486	45	21
Cubes71	-78	76	33	361	45	44
Cubes71	69	-68	-24	253	45	45
Cubes71	105	-98	-60	433	45	39
Cubes71	145	-127	-100	242	45	28
Cubes71	-223	177	177	899	46	1
Cubes71	-198	162	152	944	46	11
Cubes71	-147	129	101	467	46	29
Cubes71	-123	112	77	594	46	36
Cubes71	-92	88	46	120	46	43
Cubes71	-71	70	25	714	46	46
Cubes71	70	-69	-24	667	46	46
Cubes71	79	-77	-33	569	46	45
Cubes71	86	-83	-40	269	46	44
Cubes71	102	-96	-56	856	46	41
Cubes71	111	-103	-65	279	46	39
Cubes71	-195	161	148	198	47	14
Cubes71	-99	94	52	893	47	43
Cubes71	-81	79	34	902	47	46
Cubes71	-72	71	25	288	47	47
Cubes71	132	-119	-85	684	47	35
Cubes71	139	-124	-92	307	47	33
Cubes71	173	-147	-126	818	47	22
Cubes71	213	-172	-166	853	47	7
Cubes71	218	-175	-171	646	47	5
Cubes71	-178	151	130	199	48	22
Cubes71	-110	103	62	55	48	42
Cubes71	-95	91	47	19	48	45
Cubes71	-89	86	41	8	48	46
Cubes71	73	-72	-25	144	48	48
Cubes71	82	-80	-34	64	48	47
Cubes71	154	-135	-106	873	48	30
Cubes71	-210	172	161	729	49	12
Cubes71	-107	101	58	370	49	44
Cubes71	-102	97	53	342	49	45
Cubes71	-75	74	26	925	49	49
Cubes71	74	-73	-25	582	49	49
Cubes71	116	-108	-67	421	49	42
Cubes71	132	-120	-83	181	49	38
Cubes71	156	-137	-107	20	49	31
Cubes71	-220	179	170	339	50	10
Cubes71	-207	171	157	361	50	15
Cubes71	-130	119	80	159	50	40
Cubes71	-122	113	72	297	50	42
Cubes71	-92	89	42	369	50	48
Cubes71	-85	83	35	537	50	49
Cubes71	-76	75	26	475	50	50
Cubes71	98	-94	-48	16	50	47
Cubes71	126	-116	-76	504	50	41
Cubes71	148	-132	-98	632	50	35
Cubes71	-115	108	64	981	51	45
Cubes71	-77	76	26	19	51	51
Cubes71	86	-84	-35	477	51	50
Cubes71	105	-100	-54	161	51	47
Cubes71	110	-104	-59	757	51	46
Cubes71	190	-161	-139	100	51	23
Cubes71	-222	182	170	520	52	13
Cubes71	-101	97	49	21	52	49
Cubes71	-95	92	43	820	52	50
Cubes71	78	-77	-26	443	52	52
Cubes71	121	-113	-69	155	52	45
Cubes71	165	-145	-113	603	52	33
Cubes71	-219	181	166	578	53	16
Cubes71	-167	147	114	604	53	34
Cubes71	-89	87	36	190	53	52
Cubes71	-80	79	27	722	53	53
Cubes71	79	-78	-26	911	53	53
Cubes71	96	-93	-43	872	53	51
Cubes71	108	-103	-55	610	53	49
Cubes71	118	-111	-65	776	53	47
Cubes71	127	-118	-74	127	53	45
Cubes71	232	-189	-179	560	53	11
Cubes71	-247	199	193	433	54	7
Cubes71	-152	137	98	737	54	40
Cubes71	-137	126	83	810	54	44
Cubes71	-104	100	50	136	54	51
Cubes71	-81	80	27	242	54	54
Cubes71	90	-88	-36	872	54	53
Cubes71	202	-171	-148	405	54	24
Cubes71	-234	192	179	323	55	14
Cubes71	-126	118	71	567	55	48
Cubes71	-92	90	37	965	55	54
Cubes71	82	-81	-27	244	55	55
Cubes71	99	-96	-44	379	55	53
Cubes71	111	-106	-56	999	55	51
Cubes71	218	-182	-163	917	55	20
Cubes71	-231	191	175	855	56	17
Cubes71	-176	155	120	99	56	36
Cubes71	-123	116	67	792	56	50
Cubes71	-118	112	62	224	56	51
Cubes71	-107	103	51	335	56	53
Cubes71	83	-82	-27	736	56	56
Cubes71	93	-91	-37	133	56	55
Cubes71	132	-123	-76	125	56	48
Cubes71	-254	206	197	125	57	10
Cubes71	-168	150	111	999	57	40
Cubes71	-161	145	104	208	57	42
Cubes71	-150	137	93	710	57	45
Cubes71	-138	128	81	521	57	48
Cubes71	-102	99	45	216	57	55
Cubes71	-85	84	28	531	57	57
Cubes71	214	-181	-157	710	57	25
Cubes71	-246	202	188	144	58	15
Cubes71	-110	106	52	624	58	55
Cubes71	-96	94	38	720	58	57
Cubes71	-86	85	28	21	58	58
Cubes71	121	-115	-63	639	58	53
Cubes71	126	-119	-68	785	58	52
Cubes71	230	-192	-172	664	58	21
Cubes71	-286	227	227	510	59	1
Cubes71	-161	146	102	63	59	45
Cubes71	-137	128	78	351	59	51
Cubes71	-105	102	46	919	59	57
Cubes71	87	-86	-28	495	59	59
Cubes71	97	-95	-38	426	59	58
Cubes71	185	-163	-126	502	59	38
Cubes71	-177	158	117	692	60	42
Cubes71	-143	133	83	217	60	51
Cubes71	-89	88	29	892	60	60
Cubes71	106	-103	-46	953	60	58
Cubes71	134	-126	-74	504	60	53
Cubes71	159	-145	-99	755	60	47
Cubes71	170	-153	-110	423	60	44
Cubes71	-157	144	96	827	61	49
Cubes71	-153	141	92	332	61	50
Cubes71	-100	98	39	511	61	60
Cubes71	-90	89	29	358	61	61
Cubes71	242	-202	-181	339	61	22
Cubes71	258	-212	-197	11	61	16
Cubes71	91	-90	-29	182	62	62
Cubes71	101	-99	-39	683	62	61
Cubes71	109	-106	-47	190	62	60
Cubes71	-196	173	133	818	63	41
Cubes71	-186	166	123	307	63	44
Cubes71	-148	138	85	405	63	54
Cubes71	-134	127	71	190	63	57
Cubes71	92	-91	-29	728	63	63
Cubes71	-288	233	224	889	64	10
Cubes71	-254	212	190	64	64	23
Cubes71	-154	143	90	943	64	54
Cubes71	-112	109	48	693	64	62
Cubes71	-104	102	40	344	64	63
Cubes71	-94	93	30	773	64	64
Cubes71	270	-222	-206	136	64	17
Cubes71	293	-236	-229	512	64	8
Cubes71	-95	94	30	209	65	65
Cubes71	105	-103	-40	898	65	64
Cubes71	120	-116	-55	729	65	62
Cubes71	142	-134	-77	651	65	58
Cubes71	-205	181	139	235	66	43
Cubes71	96	-95	-30	361	66	66
Cubes71	195	-174	-129	162	66	46
Cubes71	-315	252	248	125	67	5
Cubes71	-266	222	199	551	67	24
Cubes71	-179	163	112	336	67	52
Cubes71	-159	148	92	801	67	57
Cubes71	-150	141	83	8	67	59
Cubes71	-135	129	68	746	67	62
Cubes71	-108	106	41	225	67	66
Cubes71	97	-96	-30	937	67	67
Cubes71	116	-113	-49	350	67	65
Cubes71	123	-119	-56	92	67	64
Cubes71	282	-232	-215	225	67	18
Cubes71	-99	98	31	684	68	68
Cubes71	169	-156	-101	92	68	56
Cubes71	173	-159	-105	413	68	55
Cubes71	-138	132	69	405	69	64
Cubes71	-126	122	57	665	69	66
Cubes71	-119	116	50	737	69	67
Cubes71	-100	99	31	90	69	69
Cubes71	204	-182	-135	721	69	48
Cubes71	214	-189	-145	450	69	45
Cubes71	-150	142	80	288	70	63
Cubes71	-112	110	42	160	70	69
Cubes71	101	-100	-31	510	70	70
Cubes71	294	-242	-224	272	70	19
Cubes71	332	-265	-262	15	70	4
Cubes71	-246	212	175	567	71	38
Cubes71	-243	210	172	541	71	39
Cubes71	-141	135	70	154	71	66
Cubes71	186	-170	-115	981	71	56
Cubes71	-148	141	76	405	72	66
Cubes71	-104	103	32	631	72	72
Cubes71	123	-120	-51	216	72	70
Cubes71	158	-149	-86	307	72	64
Cubes71	199	-180	-127	216	72	54
Cubes71	245	-212	-173	280	72	40
Cubes71	248	-214	-176	872	72	39
Cubes71	251	-216	-179	216	72	38
Cubes71	349	-277	-277	683	72	1
Cubes71	-349	278	276	979	73	3
Cubes71	-208	187	135	666	73	53
Cubes71	-116	114	43	155	73	72
Cubes71	-105	104	32	7	73	73
Cubes71	138	-133	-65	810	73	69
Cubes71	144	-138	-71	1	73	68
Cubes71	247	-214	-174	855	73	41
Cubes71	256	-220	-183	729	73	38
Cubes71	306	-252	-233	271	73	20
Cubes71	-166	156	92	808	74	65
Cubes71	106	-105	-32	623	74	74
Cubes71	133	-129	-59	569	74	71
Cubes71	151	-144	-77	434	74	68
Cubes71	261	-224	-187	954	74	38
Cubes71	334	-270	-260	704	74	11
Cubes71	344	-276	-270	8	74	7
Cubes71	141	-136	-66	269	75	71
Cubes71	147	-141	-72	54	75	70
Cubes71	185	-171	-110	414	75	62
Cubes71	193	-177	-118	792	75	60
Cubes71	266	-228	-191	873	75	38
Cubes71	-136	132	60	512	76	73
Cubes71	-120	118	44	216	76	75
Cubes71	-109	108	33	620	76	76
Cubes71	217	-195	-141	217	76	55
Cubes71	271	-232	-195	468	76	38
Cubes71	318	-262	-242	216	76	21
Cubes71	331	-270	-255	316	76	16
Cubes71	-276	236	199	279	77	38
Cubes71	-208	189	131	448	77	59
Cubes71	-166	157	89	566	77	69
Cubes71	-150	144	73	1	77	72
Cubes71	-144	139	67	398	77	73
Cubes71	-130	127	53	260	77	75
Cubes71	110	-109	-33	34	77	77
Cubes71	255	-222	-178	575	77	45
Cubes71	-257	224	179	170	78	46
Cubes71	-206	188	128	8	78	61
Cubes71	111	-110	-33	694	78	78
Cubes71	177	-166	-99	638	78	68
Cubes71	-243	215	164	412	79	52
Cubes71	-174	164	95	295	79	70
Cubes71	-153	147	74	170	79	74
Cubes71	-124	122	45	349	79	78
Cubes71	164	-156	-85	403	79	72
Cubes71	330	-272	-251	101	79	22
Cubes71	-114	113	34	657	80	80
Cubes71	134	-131	-54	549	80	78
Cubes71	353	-287	-273	657	80	15
Cubes71	-156	150	75	459	81	76
Cubes71	115	-114	-34	27	81	81
Cubes71	143	-139	-62	260	81	78
Cubes71	293	-250	-212	629	81	39
Cubes71	-342	282	260	80	82	23
Cubes71	-128	126	46	560	82	81
Cubes71	116	-115	-34	717	82	82
Cubes71	201	-186	-119	586	82	68
Cubes71	213	-195	-131	631	82	65
Cubes71	252	-223	-170	441	82	54
Cubes71	-270	236	187	459	83	50
Cubes71	-159	153	76	874	83	78
Cubes71	129	-127	-46	970	83	82
Cubes71	-357	293	273	881	84	21
Cubes71	-177	168	93	756	84	76
Cubes71	-119	118	35	748	84	84
Cubes71	-354	292	269	333	85	24
Cubes71	-251	224	166	469	85	59
Cubes71	-237	214	152	99	85	63
Cubes71	-193	181	108	396	85	74
Cubes71	-141	138	56	467	85	83
Cubes71	-132	130	47	855	85	84
Cubes71	-120	119	35	34	85	85
Cubes71	310	-264	-225	631	85	40
Cubes71	-220	202	134	512	86	69
Cubes71	121	-120	-35	686	86	86
Cubes71	133	-131	-47	723	86	85
Cubes71	150	-146	-64	720	86	83
Cubes71	157	-152	-71	174	86	82
Cubes71	216	-199	-130	97	86	70
Cubes71	-369	303	282	486	87	22
Cubes71	-281	246	194	279	87	53
Cubes71	-366	302	278	664	88	25
Cubes71	-153	149	65	997	88	85
Cubes71	-124	123	36	899	88	88
Cubes71	145	-142	-57	144	88	86
Cubes71	260	-232	-172	384	88	61
Cubes71	-327	278	238	441	89	41
Cubes71	-233	213	144	244	89	70
Cubes71	-125	124	36	155	89	89
Cubes71	137	-135	-48	386	89	88
Cubes71	204	-191	-115	918	89	77
Cubes71	217	-201	-128	560	89	74
Cubes71	-381	313	291	127	90	23
Cubes71	126	-125	-36	595	90	90
Cubes71	246	-223	-156	953	90	68
Cubes71	-419	337	328	246	91	10
Cubes71	-414	334	323	27	91	12
Cubes71	-292	256	201	729	91	56
Cubes71	-193	183	102	638	91	82
Cubes71	149	-146	-58	701	91	89
Cubes71	157	-153	-66	820	91	88
Cubes71	370	-307	-279	918	91	29
Cubes71	-264	237	172	757	92	66
Cubes71	-184	176	92	960	92	85
Cubes71	-141	139	49	47	92	91
Cubes71	-240	220	147	523	93	74
Cubes71	-130	129	37	342	93	93
Cubes71	167	-162	-74	711	93	89
Cubes71	369	-308	-276	721	93	33
Cubes71	393	-323	-300	190	93	24
Cubes71	-187	179	93	493	94	87
Cubes71	131	-130	-37	438	94	94
Cubes71	382	-317	-288	83	94	30
Cubes71	421	-341	-327	857	94	15
Cubes71	-290	257	195	468	95	63
Cubes71	-194	185	99	540	95	87
Cubes71	-145	143	50	582	95	94
Cubes71	273	-245	-178	540	95	68
Cubes71	-381	318	285	216	96	34
Cubes71	-220	206	124	440	96	83
Cubes71	-190	182	94	152	96	89
Cubes71	-178	172	82	64	96	91
Cubes71	164	-160	-68	512	96	93
Cubes71	233	-216	-137	288	96	80
Cubes71	405	-333	-309	459	96	25
Cubes71	-394	327	297	872	97	31
Cubes71	-135	134	38	601	97	97
Cubes71	197	-188	-100	701	97	89
Cubes71	217	-204	-120	649	97	85
Cubes71	-209	198	111	694	98	88
Cubes71	136	-135	-38	209	98	98
Cubes71	193	-185	-95	57	98	91
Cubes71	299	-265	-201	673	98	65
Cubes71	312	-274	-214	160	98	61
Cubes71	-368	312	269	405	99	44
Cubes71	-160	157	61	874	99	97
Cubes71	150	-148	-51	557	99	98
Cubes71	417	-343	-318	674	99	26
Cubes71	-275	249	175	749	100	75
Cubes71	-207	197	107	673	100	91
Cubes71	177	-172	-77	252	100	96
Cubes71	196	-188	-96	128	100	93
Cubes71	231	-216	-131	604	100	86
Cubes71	-171	167	70	252	101	98
Cubes71	-140	139	39	938	101	101
Cubes71	284	-256	-183	601	101	74
Cubes71	-164	161	62	665	102	100
Cubes71	-154	152	52	152	102	101
Cubes71	-141	140	39	98	102	102
